,0,1
905,2206,2983
906,2206,5293
907,2206,21044
908,2206,57675
909,2206,8785
910,2206,19159
911,2206,118617
912,2206,60900
913,2206,17648
914,2983,5293
915,2983,21044
916,2983,57675
917,2983,8785
918,2983,19159
919,2983,118617
920,2983,60900
921,2983,17648
922,5293,21044
923,5293,57675
924,5293,8785
925,5293,19159
926,5293,118617
927,5293,60900
928,5293,17648
929,21044,57675
930,21044,8785
931,21044,19159
932,21044,118617
933,21044,60900
934,21044,17648
935,57675,8785
936,57675,19159
937,57675,118617
938,57675,60900
939,57675,17648
940,8785,19159
941,8785,118617
942,8785,60900
943,8785,17648
944,19159,118617
945,19159,60900
946,19159,17648
947,118617,60900
948,118617,17648
949,60900,17648
950,53257,1246221
951,53257,18997
952,53257,18998
953,53257,18999
954,53257,9281
955,53257,552526
956,53257,11357
957,53257,20580
958,53257,20582
959,53257,17051
960,53257,17052
961,53257,2219
962,53257,5293
963,53257,205
964,53257,19152
965,53257,19159
966,53257,2368
967,53257,233298
968,53257,5502
969,53257,193946
970,53257,6585
971,53257,7624
972,53257,2505
973,53257,11769
974,1246221,18997
975,1246221,18998
976,1246221,18999
977,1246221,9281
978,1246221,552526
979,1246221,11357
980,1246221,20580
981,1246221,20582
982,1246221,17051
983,1246221,17052
984,1246221,2219
985,1246221,5293
986,1246221,205
987,1246221,19152
988,1246221,19159
989,1246221,2368
990,1246221,233298
991,1246221,5502
992,1246221,193946
993,1246221,6585
994,1246221,7624
995,1246221,2505
996,1246221,11769
997,18997,18998
998,18997,18999
999,18997,9281
1000,18997,552526
1001,18997,11357
1002,18997,20580
1003,18997,20582
1004,18997,17051
1005,18997,17052
1006,18997,2219
1007,18997,5293
1008,18997,205
1009,18997,19152
1010,18997,19159
1011,18997,2368
1012,18997,233298
1013,18997,5502
1014,18997,193946
1015,18997,6585
1016,18997,7624
1017,18997,2505
1018,18997,11769
1019,18998,18999
1020,18998,9281
1021,18998,552526
1022,18998,11357
1023,18998,20580
1024,18998,20582
1025,18998,17051
1026,18998,17052
1027,18998,2219
1028,18998,5293
1029,18998,205
1030,18998,19152
1031,18998,19159
1032,18998,2368
1033,18998,233298
1034,18998,5502
1035,18998,193946
1036,18998,6585
1037,18998,7624
1038,18998,2505
1039,18998,11769
1040,18999,9281
1041,18999,552526
1042,18999,11357
1043,18999,20580
1044,18999,20582
1045,18999,17051
1046,18999,17052
1047,18999,2219
1048,18999,5293
1049,18999,205
1050,18999,19152
1051,18999,19159
1052,18999,2368
1053,18999,233298
1054,18999,5502
1055,18999,193946
1056,18999,6585
1057,18999,7624
1058,18999,2505
1059,18999,11769
1060,9281,552526
1061,9281,11357
1062,9281,20580
1063,9281,20582
1064,9281,17051
1065,9281,17052
1066,9281,2219
1067,9281,5293
1068,9281,205
1069,9281,19152
1070,9281,19159
1071,9281,2368
1072,9281,233298
1073,9281,5502
1074,9281,193946
1075,9281,6585
1076,9281,7624
1077,9281,2505
1078,9281,11769
1079,552526,11357
1080,552526,20580
1081,552526,20582
1082,552526,17051
1083,552526,17052
1084,552526,2219
1085,552526,5293
1086,552526,205
1087,552526,19152
1088,552526,19159
1089,552526,2368
1090,552526,233298
1091,552526,5502
1092,552526,193946
1093,552526,6585
1094,552526,7624
1095,552526,2505
1096,552526,11769
1097,11357,20580
1098,11357,20582
1099,11357,17051
1100,11357,17052
1101,11357,2219
1102,11357,5293
1103,11357,205
1104,11357,19152
1105,11357,19159
1106,11357,2368
1107,11357,233298
1108,11357,5502
1109,11357,193946
1110,11357,6585
1111,11357,7624
1112,11357,2505
1113,11357,11769
1114,20580,20582
1115,20580,17051
1116,20580,17052
1117,20580,2219
1118,20580,5293
1119,20580,205
1120,20580,19152
1121,20580,19159
1122,20580,2368
1123,20580,233298
1124,20580,5502
1125,20580,193946
1126,20580,6585
1127,20580,7624
1128,20580,2505
1129,20580,11769
1130,20582,17051
1131,20582,17052
1132,20582,2219
1133,20582,5293
1134,20582,205
1135,20582,19152
1136,20582,19159
1137,20582,2368
1138,20582,233298
1139,20582,5502
1140,20582,193946
1141,20582,6585
1142,20582,7624
1143,20582,2505
1144,20582,11769
1145,17051,17052
1146,17051,2219
1147,17051,5293
1148,17051,205
1149,17051,19152
1150,17051,19159
1151,17051,2368
1152,17051,233298
1153,17051,5502
1154,17051,193946
1155,17051,6585
1156,17051,7624
1157,17051,2505
1158,17051,11769
1159,17052,2219
1160,17052,5293
1161,17052,205
1162,17052,19152
1163,17052,19159
1164,17052,2368
1165,17052,233298
1166,17052,5502
1167,17052,193946
1168,17052,6585
1169,17052,7624
1170,17052,2505
1171,17052,11769
1172,2219,5293
1173,2219,205
1174,2219,19152
1175,2219,19159
1176,2219,2368
1177,2219,233298
1178,2219,5502
1179,2219,193946
1180,2219,6585
1181,2219,7624
1182,2219,2505
1183,2219,11769
1184,5293,205
1185,5293,19152
1186,5293,19159
1187,5293,2368
1188,5293,233298
1189,5293,5502
1190,5293,193946
1191,5293,6585
1192,5293,7624
1193,5293,2505
1194,5293,11769
1195,205,19152
1196,205,19159
1197,205,2368
1198,205,233298
1199,205,5502
1200,205,193946
1201,205,6585
1202,205,7624
1203,205,2505
1204,205,11769
1205,19152,19159
1206,19152,2368
1207,19152,233298
1208,19152,5502
1209,19152,193946
1210,19152,6585
1211,19152,7624
1212,19152,2505
1213,19152,11769
1214,19159,2368
1215,19159,233298
1216,19159,5502
1217,19159,193946
1218,19159,6585
1219,19159,7624
1220,19159,2505
1221,19159,11769
1222,2368,233298
1223,2368,5502
1224,2368,193946
1225,2368,6585
1226,2368,7624
1227,2368,2505
1228,2368,11769
1229,233298,5502
1230,233298,193946
1231,233298,6585
1232,233298,7624
1233,233298,2505
1234,233298,11769
1235,5502,193946
1236,5502,6585
1237,5502,7624
1238,5502,2505
1239,5502,11769
1240,193946,6585
1241,193946,7624
1242,193946,2505
1243,193946,11769
1244,6585,7624
1245,6585,2505
1246,6585,11769
1247,7624,2505
1248,7624,11769
1249,2505,11769
1250,2372,4175
1251,2372,18
1252,2372,22132
1253,2372,2517
1254,2372,16855
1255,4175,18
1256,4175,22132
1257,4175,2517
1258,4175,16855
1259,18,22132
1260,18,2517
1261,18,16855
1262,22132,2517
1263,22132,16855
1264,2517,16855
1265,6162,53650
1266,6162,71189
1267,6162,3223
1268,6162,1817
1269,6162,62105
1270,6162,39459
1271,6162,27428
1272,6162,3491
1273,6162,1333
1274,6162,2231
1275,6162,550843
1276,6162,16828
1277,6162,17604
1278,6162,17605
1279,6162,74568
1280,6162,7624
1281,6162,16851
1282,6162,1245
1283,6162,103
1284,6162,1896
1285,6162,1640
1286,6162,13548
1287,6162,43373
1288,6162,7030
1289,6162,1146
1290,53650,71189
1291,53650,3223
1292,53650,1817
1293,53650,62105
1294,53650,39459
1295,53650,27428
1296,53650,3491
1297,53650,1333
1298,53650,2231
1299,53650,550843
1300,53650,16828
1301,53650,17604
1302,53650,17605
1303,53650,74568
1304,53650,7624
1305,53650,16851
1306,53650,1245
1307,53650,103
1308,53650,1896
1309,53650,1640
1310,53650,13548
1311,53650,43373
1312,53650,7030
1313,53650,1146
1314,71189,3223
1315,71189,1817
1316,71189,62105
1317,71189,39459
1318,71189,27428
1319,71189,3491
1320,71189,1333
1321,71189,2231
1322,71189,550843
1323,71189,16828
1324,71189,17604
1325,71189,17605
1326,71189,74568
1327,71189,7624
1328,71189,16851
1329,71189,1245
1330,71189,103
1331,71189,1896
1332,71189,1640
1333,71189,13548
1334,71189,43373
1335,71189,7030
1336,71189,1146
1337,3223,1817
1338,3223,62105
1339,3223,39459
1340,3223,27428
1341,3223,3491
1342,3223,1333
1343,3223,2231
1344,3223,550843
1345,3223,16828
1346,3223,17604
1347,3223,17605
1348,3223,74568
1349,3223,7624
1350,3223,16851
1351,3223,1245
1352,3223,103
1353,3223,1896
1354,3223,1640
1355,3223,13548
1356,3223,43373
1357,3223,7030
1358,3223,1146
1359,1817,62105
1360,1817,39459
1361,1817,27428
1362,1817,3491
1363,1817,1333
1364,1817,2231
1365,1817,550843
1366,1817,16828
1367,1817,17604
1368,1817,17605
1369,1817,74568
1370,1817,7624
1371,1817,16851
1372,1817,1245
1373,1817,103
1374,1817,1896
1375,1817,1640
1376,1817,13548
1377,1817,43373
1378,1817,7030
1379,1817,1146
1380,62105,39459
1381,62105,27428
1382,62105,3491
1383,62105,1333
1384,62105,2231
1385,62105,550843
1386,62105,16828
1387,62105,17604
1388,62105,17605
1389,62105,74568
1390,62105,7624
1391,62105,16851
1392,62105,1245
1393,62105,103
1394,62105,1896
1395,62105,1640
1396,62105,13548
1397,62105,43373
1398,62105,7030
1399,62105,1146
1400,39459,27428
1401,39459,3491
1402,39459,1333
1403,39459,2231
1404,39459,550843
1405,39459,16828
1406,39459,17604
1407,39459,17605
1408,39459,74568
1409,39459,7624
1410,39459,16851
1411,39459,1245
1412,39459,103
1413,39459,1896
1414,39459,1640
1415,39459,13548
1416,39459,43373
1417,39459,7030
1418,39459,1146
1419,27428,3491
1420,27428,1333
1421,27428,2231
1422,27428,550843
1423,27428,16828
1424,27428,17604
1425,27428,17605
1426,27428,74568
1427,27428,7624
1428,27428,16851
1429,27428,1245
1430,27428,103
1431,27428,1896
1432,27428,1640
1433,27428,13548
1434,27428,43373
1435,27428,7030
1436,27428,1146
1437,3491,1333
1438,3491,2231
1439,3491,550843
1440,3491,16828
1441,3491,17604
1442,3491,17605
1443,3491,74568
1444,3491,7624
1445,3491,16851
1446,3491,1245
1447,3491,103
1448,3491,1896
1449,3491,1640
1450,3491,13548
1451,3491,43373
1452,3491,7030
1453,3491,1146
1454,1333,2231
1455,1333,550843
1456,1333,16828
1457,1333,17604
1458,1333,17605
1459,1333,74568
1460,1333,7624
1461,1333,16851
1462,1333,1245
1463,1333,103
1464,1333,1896
1465,1333,1640
1466,1333,13548
1467,1333,43373
1468,1333,7030
1469,1333,1146
1470,2231,550843
1471,2231,16828
1472,2231,17604
1473,2231,17605
1474,2231,74568
1475,2231,7624
1476,2231,16851
1477,2231,1245
1478,2231,103
1479,2231,1896
1480,2231,1640
1481,2231,13548
1482,2231,43373
1483,2231,7030
1484,2231,1146
1485,550843,16828
1486,550843,17604
1487,550843,17605
1488,550843,74568
1489,550843,7624
1490,550843,16851
1491,550843,1245
1492,550843,103
1493,550843,1896
1494,550843,1640
1495,550843,13548
1496,550843,43373
1497,550843,7030
1498,550843,1146
1499,16828,17604
1500,16828,17605
1501,16828,74568
1502,16828,7624
1503,16828,16851
1504,16828,1245
1505,16828,103
1506,16828,1896
1507,16828,1640
1508,16828,13548
1509,16828,43373
1510,16828,7030
1511,16828,1146
1512,17604,17605
1513,17604,74568
1514,17604,7624
1515,17604,16851
1516,17604,1245
1517,17604,103
1518,17604,1896
1519,17604,1640
1520,17604,13548
1521,17604,43373
1522,17604,7030
1523,17604,1146
1524,17605,74568
1525,17605,7624
1526,17605,16851
1527,17605,1245
1528,17605,103
1529,17605,1896
1530,17605,1640
1531,17605,13548
1532,17605,43373
1533,17605,7030
1534,17605,1146
1535,74568,7624
1536,74568,16851
1537,74568,1245
1538,74568,103
1539,74568,1896
1540,74568,1640
1541,74568,13548
1542,74568,43373
1543,74568,7030
1544,74568,1146
1545,7624,16851
1546,7624,1245
1547,7624,103
1548,7624,1896
1549,7624,1640
1550,7624,13548
1551,7624,43373
1552,7624,7030
1553,7624,1146
1554,16851,1245
1555,16851,103
1556,16851,1896
1557,16851,1640
1558,16851,13548
1559,16851,43373
1560,16851,7030
1561,16851,1146
1562,1245,103
1563,1245,1896
1564,1245,1640
1565,1245,13548
1566,1245,43373
1567,1245,7030
1568,1245,1146
1569,103,1896
1570,103,1640
1571,103,13548
1572,103,43373
1573,103,7030
1574,103,1146
1575,1896,1640
1576,1896,13548
1577,1896,43373
1578,1896,7030
1579,1896,1146
1580,1640,13548
1581,1640,43373
1582,1640,7030
1583,1640,1146
1584,13548,43373
1585,13548,7030
1586,13548,1146
1587,43373,7030
1588,43373,1146
1589,7030,1146
1590,1283,388
1591,1283,1923
1592,1283,20999
1593,1283,5658
1594,1283,234922
1595,1283,11180
1596,1283,11184
1597,1283,9138
1598,1283,202032
1599,1283,60348
1600,1283,956224
1601,1283,11207
1602,1283,96841
1603,1283,11212
1604,1283,140368
1605,1283,96851
1606,1283,4566
1607,1283,477
1608,1283,10978
1609,1283,10980
1610,1283,3300
1611,1283,9191
1612,1283,10988
1613,1283,10989
1614,1283,10990
1615,1283,10991
1616,1283,10993
1617,1283,15737
1618,388,1923
1619,388,20999
1620,388,5658
1621,388,234922
1622,388,11180
1623,388,11184
1624,388,9138
1625,388,202032
1626,388,60348
1627,388,956224
1628,388,11207
1629,388,96841
1630,388,11212
1631,388,140368
1632,388,96851
1633,388,4566
1634,388,477
1635,388,10978
1636,388,10980
1637,388,3300
1638,388,9191
1639,388,10988
1640,388,10989
1641,388,10990
1642,388,10991
1643,388,10993
1644,388,15737
1645,1923,20999
1646,1923,5658
1647,1923,234922
1648,1923,11180
1649,1923,11184
1650,1923,9138
1651,1923,202032
1652,1923,60348
1653,1923,956224
1654,1923,11207
1655,1923,96841
1656,1923,11212
1657,1923,140368
1658,1923,96851
1659,1923,4566
1660,1923,477
1661,1923,10978
1662,1923,10980
1663,1923,3300
1664,1923,9191
1665,1923,10988
1666,1923,10989
1667,1923,10990
1668,1923,10991
1669,1923,10993
1670,1923,15737
1671,20999,5658
1672,20999,234922
1673,20999,11180
1674,20999,11184
1675,20999,9138
1676,20999,202032
1677,20999,60348
1678,20999,956224
1679,20999,11207
1680,20999,96841
1681,20999,11212
1682,20999,140368
1683,20999,96851
1684,20999,4566
1685,20999,477
1686,20999,10978
